cnt,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
86,1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836
225,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194
7,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836
11,1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582
28,3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985
76,3,0,9,6,0,5,1,1,0.6,0.5606,0.83,0.1343
239,2,1,4,21,0,3,1,1,0.52,0.5,0.52,0.1343
6,4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0
6,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0896
1,1,1,12,3,0,1,1,1,0.16,0.1818,0.59,0.1045
35,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896
54,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045
3,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0
41,3,0,9,7,1,1,0,1,0.66,0.6212,0.74,0.1642
39,4,1,11,5,0,1,1,2,0.36,0.3485,0.66,0.2239
6,4,1,10,2,0,3,1,1,0.54,0.5152,0.68,0
209,3,0,9,9,0,4,1,2,0.64,0.6061,0.73,0.3582
239,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836
39,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343
214,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284
441,4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836
49,3,1,9,1,0,5,1,1,0.52,0.5,0.72,0
405,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627
319,3,1,7,21,0,3,1,1,0.76,0.7121,0.62,0
10,1,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896
417,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0
13,1,1,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642
80,4,1,10,23,0,0,0,1,0.36,0.3485,0.93,0.1343
185,4,1,11,14,0,4,1,2,0.4,0.4091,0.5,0.2239
193,3,1,6,6,0,4,1,1,0.62,0.6212,0.57,0.0896
135,2,0,4,21,0,6,0,2,0.56,0.5303,0.83,0.2836
678,4,1,12,8,0,3,1,1,0.24,0.2576,0.87,0.1045
14,2,0,5,1,0,1,1,1,0.52,0.5,0.94,0.1343
13,1,1,1,5,0,2,1,3,0.32,0.303,0.66,0.3284
218,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836
112,2,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239
261,3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045
123,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194
5,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239
158,2,1,4,22,0,4,1,1,0.42,0.4242,0.35,0.194
202,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642
29,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045
40,2,1,4,2,0,0,0,2,0.36,0.3636,0.87,0.1045
39,3,0,6,3,0,6,0,1,0.64,0.6212,0.57,0.194
603,3,1,9,19,0,4,1,1,0.58,0.5455,0.6,0.2239
119,3,0,8,6,0,2,1,1,0.54,0.5152,0.73,0.1045
315,2,1,6,12,0,3,1,1,0.62,0.6212,0.38,0
68,2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985
226,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284
52,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896
178,1,1,2,21,0,3,1,1,0.34,0.3333,0.53,0.1642
176,3,1,6,14,0,4,1,1,0.88,0.7879,0.37,0.1642
307,3,1,8,12,0,3,1,1,0.74,0.6818,0.55,0.2239
237,3,0,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642
207,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343
62,1,1,1,11,0,1,1,2,0.2,0.2273,0.93,0.0896
114,3,0,7,8,0,6,0,1,0.78,0.7424,0.59,0.2239
79,1,1,1,21,0,1,1,2,0.2,0.2576,0.93,0
12,1,1,1,7,0,0,0,1,0.2,0.2121,0.37,0.1343
6,2,1,5,4,0,1,1,2,0.54,0.5152,0.77,0.2239
297,2,1,5,9,0,3,1,2,0.62,0.5909,0.78,0
131,2,0,6,8,0,6,0,1,0.66,0.6061,0.78,0.0896
20,3,0,6,6,0,0,0,1,0.6,0.6061,0.64,0
6,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194
123,3,0,8,14,0,1,1,1,0.92,0.8182,0.29,0.194
142,4,0,12,10,0,3,1,2,0.32,0.3485,0.57,0
121,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985
619,4,1,10,13,0,0,0,1,0.64,0.6212,0.41,0.4478
6,2,1,5,2,0,1,1,1,0.5,0.4848,0.77,0.194
11,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0
101,3,0,8,6,0,2,1,1,0.72,0.6667,0.64,0
47,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239
18,1,0,12,3,0,6,0,2,0.4,0.4091,0.62,0.2836
324,2,1,4,15,0,5,1,1,0.52,0.5,0.29,0.4925
204,4,0,12,9,0,2,1,2,0.46,0.4545,0.94,0.2239
26,1,1,12,0,0,6,0,2,0.24,0.2424,0.7,0
500,3,1,9,18,0,0,0,1,0.74,0.7121,0.74,0
206,1,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239
193,2,0,5,14,0,1,1,1,0.68,0.6364,0.51,0
844,4,1,10,18,0,3,1,2,0.56,0.5303,0.49,0.1642
234,3,1,9,13,0,3,1,1,0.8,0.7879,0.63,0.1642
72,2,0,6,2,0,0,0,1,0.68,0.6364,0.74,0.0896
79,3,1,8,2,0,6,0,2,0.66,0.6212,0.74,0.0896
37,3,0,9,7,0,6,0,2,0.46,0.4545,0.77,0.194
17,1,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239
152,4,1,11,21,0,1,1,1,0.3,0.2879,0.52,0.2836
16,2,1,5,2,0,2,1,2,0.52,0.5,0.63,0.2985
174,1,0,2,12,0,0,0,1,0.34,0.3333,0.46,0
832,3,1,8,18,0,4,1,1,0.8,0.7121,0.36,0
335,2,1,6,16,0,3,1,1,0.9,0.8182,0.35,0.1045
329,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642
445,4,0,12,8,0,5,1,1,0.24,0.2879,0.87,0
91,2,1,6,10,0,1,1,3,0.54,0.5152,0.88,0.1045
27,3,0,8,6,0,6,0,1,0.64,0.5758,0.89,0.1045
10,4,0,12,2,0,5,1,1,0.24,0.2879,0.75,0
328,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478
249,2,0,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642
60,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896
45,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642
216,2,0,5,14,0,6,0,2,0.54,0.5152,0.94,0.1343
89,1,0,2,10,0,0,0,1,0.3,0.2879,0.52,0.2537
110,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239
21,3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642
18,1,1,3,5,0,4,1,1,0.48,0.4697,0.88,0.1642
9,4,1,9,4,0,2,1,1,0.42,0.4242,0.71,0.1343
239,3,1,7,23,0,3,1,1,0.68,0.6364,0.57,0.2985
174,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194
10,1,0,12,1,1,1,0,1,0.28,0.2727,0.56,0.194
49,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239
68,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836
194,4,0,12,10,0,0,0,1,0.24,0.2879,0.44,0
28,3,0,8,7,0,6,0,2,0.7,0.6667,0.84,0.3582
3,1,1,2,4,0,4,1,3,0.3,0.3182,0.7,0.0896
105,3,0,9,10,0,1,1,2,0.56,0.5303,0.64,0.1343
190,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194
28,4,1,10,6,0,6,0,1,0.3,0.2879,0.61,0.194
222,3,0,7,22,0,5,1,1,0.7,0.6364,0.42,0
55,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.194
3,1,1,3,3,0,5,1,1,0.32,0.3182,0.57,0.194
214,1,1,3,11,0,6,0,2,0.4,0.4091,0.87,0.0896
441,4,1,12,8,0,5,1,2,0.3,0.2879,0.75,0.194
124,1,1,2,14,0,2,1,1,0.4,0.4091,0.4,0.2239
4,2,1,4,2,0,1,1,2,0.32,0.303,0.87,0.3284
241,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343
50,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537
105,2,1,5,23,0,2,1,1,0.62,0.5909,0.73,0.1045
220,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0
594,3,0,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582
8,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239
296,1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0
52,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896
7,2,1,4,4,0,0,0,1,0.4,0.4091,0.4,0
56,3,1,9,5,0,4,1,1,0.44,0.4394,0.77,0.1045
7,1,0,3,3,0,6,0,1,0.24,0.2273,0.65,0.2537
6,2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179
220,4,1,11,21,0,6,0,1,0.4,0.4091,0.66,0
6,3,0,9,5,0,0,0,1,0.44,0.4394,0.77,0.2239
342,3,1,8,9,0,1,1,1,0.66,0.6061,0.83,0.1045
172,3,0,7,11,0,2,1,1,0.78,0.697,0.46,0.1045
7,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224
23,2,1,5,2,0,5,1,2,0.62,0.5758,0.83,0
392,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0
3,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179
153,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642
109,1,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642
161,4,0,11,21,0,3,1,1,0.4,0.4091,0.87,0
62,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896
182,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537
259,2,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239
35,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881
665,4,1,10,18,0,5,1,2,0.56,0.5303,0.78,0.1343
244,1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537
464,2,1,4,13,0,0,0,2,0.44,0.4394,0.62,0.194
409,2,1,5,8,0,2,1,2,0.58,0.5455,0.88,0.0896
264,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239
21,4,1,11,6,0,6,0,1,0.24,0.2273,0.7,0.2239
300,4,1,12,20,0,1,1,1,0.46,0.4545,0.88,0.2537
352,3,1,7,21,0,2,1,1,0.68,0.6364,0.79,0.194
540,4,1,12,18,0,3,1,2,0.32,0.303,0.49,0.2239
181,3,1,8,8,0,6,0,1,0.74,0.7273,0.72,0.194
10,4,1,9,4,0,0,0,1,0.46,0.4545,0.55,0.2239
372,4,1,11,19,0,1,1,1,0.32,0.3182,0.49,0.1642
75,1,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045
800,2,1,6,17,0,1,1,2,0.8,0.7121,0.41,0.3582
119,4,1,11,8,0,0,0,1,0.3,0.2879,0.75,0.2537
351,2,1,4,9,0,4,1,1,0.4,0.4091,0.37,0.2537
60,1,0,2,15,0,4,1,1,0.22,0.197,0.37,0.3284
338,3,1,9,9,0,4,1,1,0.6,0.6061,0.64,0.0896
846,3,1,9,17,0,5,1,1,0.68,0.6364,0.57,0.2836
147,1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582
40,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0
178,3,1,8,23,0,5,1,2,0.68,0.6364,0.69,0.0896
56,2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343
137,4,0,11,19,0,1,1,3,0.4,0.4091,0.94,0.194
470,1,1,1,17,0,3,1,1,0.36,0.3485,0.53,0.1642
5,2,1,4,2,0,2,1,1,0.36,0.3485,0.53,0.1642
432,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045
54,4,1,10,19,0,0,0,3,0.42,0.4242,0.94,0.3582
178,3,0,8,14,0,3,1,1,0.84,0.7273,0.34,0.3284
331,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896
662,2,1,6,16,0,0,0,1,0.7,0.6364,0.34,0.2985
112,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896
141,4,0,12,12,0,1,1,1,0.3,0.2727,0.61,0.3284
6,4,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642
228,2,1,6,22,0,6,0,1,0.58,0.5455,0.46,0.1343
135,1,1,12,12,0,1,1,2,0.28,0.303,0.56,0.0896
287,3,0,9,19,0,5,1,1,0.66,0.6212,0.69,0.1343
318,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194
148,4,1,11,6,0,4,1,1,0.34,0.3333,0.61,0.1642
38,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343
285,3,1,8,12,0,1,1,2,0.78,0.7273,0.55,0.0896
35,4,1,12,5,0,4,1,2,0.3,0.3182,0.7,0.1045
43,4,0,12,22,0,0,0,1,0.22,0.2727,0.55,0
273,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642
98,3,0,9,11,0,4,1,2,0.64,0.5606,0.94,0.2239
84,2,0,4,6,0,3,1,1,0.56,0.5303,0.94,0.2537
62,1,1,1,22,0,1,1,2,0.2,0.2273,0.92,0.1045
410,4,1,10,19,0,3,1,2,0.4,0.4091,0.5,0.194
164,2,1,6,22,0,1,1,2,0.62,0.5909,0.73,0.1642
368,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045
172,3,0,9,7,0,2,1,2,0.54,0.5152,0.83,0.3582
414,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0
17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239
36,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,0.1642
30,3,1,8,6,0,6,0,2,0.64,0.5909,0.78,0.1642
124,4,1,12,6,0,4,1,1,0.22,0.2121,0.55,0.2985
467,1,1,3,16,0,6,0,1,0.5,0.4848,0.27,0.2985
449,3,0,7,8,0,3,1,1,0.8,0.7424,0.49,0.2537
260,2,1,4,20,0,3,1,2,0.42,0.4242,0.77,0.1045
20,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0
49,2,1,6,0,0,1,1,1,0.58,0.5455,0.53,0
223,1,0,3,17,0,5,1,1,0.34,0.3182,0.49,0.2239
190,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239
4,2,0,4,1,0,5,1,3,0.26,0.2576,1,0.1642
252,2,0,5,19,0,6,0,1,0.7,0.6515,0.65,0.194
263,2,1,5,20,0,2,1,3,0.64,0.6061,0.73,0.1343
318,2,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896
85,1,1,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881
667,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239
115,4,0,12,11,0,1,1,2,0.26,0.2879,0.6,0.0896
5,1,1,12,5,0,6,0,1,0.26,0.2273,0.48,0.4179
218,4,1,12,14,0,3,1,1,0.48,0.4697,0.33,0.4925
635,3,1,8,17,0,6,0,1,0.76,0.6667,0.37,0.2239
191,1,1,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343
216,2,1,4,14,0,2,1,1,0.5,0.4848,0.25,0.3881
279,1,1,2,7,0,2,1,1,0.22,0.2727,0.64,0
223,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.194
8,1,1,12,6,0,0,0,2,0.24,0.197,0.52,0.4179
196,4,1,9,21,0,0,0,2,0.52,0.5,0.48,0.1045
8,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0
142,1,1,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896
287,3,1,9,12,0,2,1,1,0.76,0.7273,0.7,0.2836
427,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0
241,3,1,8,11,0,1,1,1,0.66,0.6212,0.65,0.1045
168,4,0,12,13,0,5,1,1,0.38,0.3939,0.5,0.194
5,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642
52,2,0,5,2,0,6,0,2,0.5,0.4848,0.88,0.1343
261,3,1,9,21,0,6,0,1,0.64,0.6212,0.57,0.2537
12,4,1,12,4,0,0,0,2,0.4,0.4091,0.94,0.1045
170,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985
294,2,0,3,18,0,2,1,1,0.36,0.3636,0.21,0.0896
306,3,0,8,10,0,6,0,1,0.72,0.6818,0.62,0.1045
452,2,1,6,16,0,3,1,1,0.64,0.6212,0.41,0.1343
8,1,0,3,5,0,1,1,1,0.24,0.2424,0.7,0.1343
134,1,0,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627
168,4,1,11,8,0,6,0,1,0.26,0.2576,0.65,0.2239
72,1,0,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896
61,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343
85,1,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642
233,3,1,8,17,0,0,0,1,0.64,0.5758,0.89,0.2239
50,2,1,6,3,0,0,0,1,0.52,0.5,0.63,0.1045
654,3,1,8,12,0,6,0,1,0.76,0.6667,0.37,0.194
70,4,1,11,18,1,4,0,1,0.4,0.4091,0.43,0
144,4,0,12,11,0,5,1,2,0.34,0.303,0.42,0.2985
243,4,1,11,19,0,3,1,1,0.38,0.3939,0.43,0.194
7,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.194
135,2,1,4,14,0,3,1,1,0.36,0.3485,0.57,0.194
480,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045
14,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642
185,1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194
179,2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0
81,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239
165,4,1,10,22,0,3,1,1,0.36,0.3485,0.57,0.1343
74,3,0,9,1,0,6,0,2,0.64,0.6061,0.69,0.2537
11,2,1,4,1,0,3,1,1,0.46,0.4545,0.59,0
418,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239
426,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881
723,2,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239
15,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642
663,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836
20,2,0,5,1,0,5,1,1,0.52,0.5,0.83,0.1642
124,2,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881
32,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537
905,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985
468,3,0,7,17,0,4,1,1,0.84,0.803,0.53,0.194
73,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896
24,2,0,4,0,0,2,1,2,0.62,0.6212,0.5,0.1045
129,4,0,12,22,0,5,1,1,0.28,0.3182,0.87,0
427,3,1,7,20,0,2,1,1,0.86,0.7576,0.34,0.1642
4,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642
41,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642
437,2,1,5,10,0,6,0,1,0.68,0.6364,0.79,0.2239
211,4,0,11,9,0,4,1,2,0.42,0.4242,0.94,0.1045
132,2,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896
27,3,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343
68,2,1,4,22,0,0,0,3,0.5,0.4848,0.63,0.1045
48,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836
192,3,0,8,14,0,3,1,1,0.82,0.7273,0.36,0.1642
60,1,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896
134,3,1,8,0,0,0,0,1,0.64,0.5758,0.89,0.2537
172,3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537
11,3,0,6,4,0,6,0,1,0.64,0.6212,0.57,0.194
116,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343
88,1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224
64,2,1,4,13,0,3,1,3,0.46,0.4545,0.59,0
194,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836
272,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194
427,4,1,12,19,0,1,1,1,0.52,0.5,0.77,0.2836
12,3,1,9,5,0,0,0,1,0.66,0.5909,0.89,0
43,1,1,2,1,0,6,0,1,0.26,0.2727,0.7,0.1045
235,2,1,4,20,0,3,1,1,0.36,0.3333,0.46,0.3284
148,2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627
110,1,1,12,18,0,6,0,1,0.3,0.2424,0.7,0.194
12,4,1,11,4,0,1,1,2,0.36,0.3485,0.66,0.2239
326,3,0,8,15,0,0,0,3,0.72,0.697,0.74,0.2985
362,3,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284
347,4,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537
19,4,1,10,1,0,3,1,2,0.62,0.5455,0.94,0
408,2,1,4,9,0,2,1,1,0.42,0.4242,0.38,0.0896
75,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045
346,3,0,9,15,0,5,1,2,0.7,0.6515,0.61,0.2537
19,1,1,12,2,0,6,0,2,0.24,0.2424,0.7,0
112,1,0,2,19,0,4,1,1,0.14,0.1667,0.28,0.1045
89,4,1,12,22,0,0,0,2,0.4,0.4091,0.82,0.194
608,2,1,4,11,0,6,0,1,0.62,0.6061,0.61,0.3284
213,4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343
1,1,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164
519,4,0,11,17,0,1,1,1,0.62,0.6212,0.46,0.2537
365,4,0,12,17,0,5,1,2,0.32,0.303,0.45,0.2836
289,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642
301,1,1,1,18,0,5,1,1,0.26,0.2273,0.38,0.2985
6,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343
27,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0
354,3,1,8,19,0,6,0,2,0.64,0.5909,0.78,0.2985
157,4,1,10,22,0,6,0,2,0.52,0.5,0.72,0.2537
333,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537
72,1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925
170,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896
16,4,1,11,1,0,4,1,1,0.22,0.2576,0.64,0.0896
341,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642
69,2,0,3,10,0,1,1,1,0.24,0.2273,0.3,0.194
136,3,0,8,21,0,0,0,1,0.72,0.7121,0.84,0.1045
186,3,0,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896
501,1,1,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045
3,1,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343
305,4,1,9,13,0,2,1,1,0.64,0.6212,0.47,0.2537
478,3,1,9,19,0,6,0,1,0.62,0.6212,0.41,0.1642
103,2,0,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836
219,4,1,11,9,0,6,0,2,0.34,0.303,0.49,0.2985
85,1,0,12,11,0,0,0,1,0.3,0.303,0.7,0.1642
233,4,0,11,17,0,3,1,2,0.48,0.4697,0.88,0.194
56,1,0,3,19,0,4,1,3,0.44,0.4394,0,0.5821
47,3,0,8,1,0,6,0,1,0.62,0.5758,0.83,0
135,3,1,7,22,0,5,1,2,0.62,0.5758,0.83,0.194
38,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343
2,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985
141,1,0,2,19,0,3,1,1,0.3,0.3333,0.33,0
75,1,0,12,18,1,1,0,1,0.32,0.3333,0.49,0.0896
441,4,1,10,20,0,3,1,2,0.62,0.6061,0.61,0.0896
588,3,1,9,19,0,5,1,1,0.64,0.6061,0.65,0.2537
93,3,1,6,0,0,5,1,2,0.76,0.7273,0.7,0.1045
219,4,0,12,14,0,0,0,1,0.3,0.2879,0.49,0.2836
140,1,1,2,12,0,0,0,1,0.14,0.0758,0.39,0.6418
5,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179
647,4,1,10,11,0,6,0,1,0.64,0.6061,0.65,0.2537
107,2,0,4,12,0,4,1,2,0.62,0.5909,0.78,0.2537
43,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896
187,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537
175,4,0,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239
207,3,0,8,12,0,1,1,1,0.74,0.6515,0.35,0.3881
2,1,1,1,4,0,2,1,3,0.32,0.303,0.66,0.3284
238,4,1,10,11,0,4,1,2,0.54,0.5152,0.83,0.1045
166,4,1,10,21,0,0,0,1,0.42,0.4242,0.54,0.1642
16,3,0,9,3,1,1,0,2,0.68,0.6364,0.74,0.2985
2,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045
516,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045
7,1,0,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239
256,4,1,10,20,0,1,1,2,0.52,0.5,0.72,0.3881
28,2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239
11,2,1,5,2,0,5,1,1,0.58,0.5455,0.83,0.1343
136,4,0,11,21,0,4,1,1,0.36,0.3333,0.57,0.2537
89,1,1,1,6,0,2,1,2,0.32,0.3182,0.93,0.194
3,4,1,11,4,1,4,0,1,0.22,0.2273,0.8,0.1343
82,2,0,5,6,0,5,1,1,0.36,0.3636,0.81,0.0896
123,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925
22,1,1,2,1,0,5,1,1,0.3,0.2727,0.56,0.3284
45,1,1,2,12,0,4,1,3,0.32,0.3333,0.76,0.0896
141,2,1,4,10,0,4,1,1,0.4,0.4091,0.5,0.2985
313,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343
81,2,0,3,12,0,1,1,2,0.44,0.4394,0.77,0.2537
227,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343
366,3,0,8,19,0,4,1,1,0.7,0.6667,0.74,0.2836
2,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985
8,2,1,6,3,0,3,1,1,0.62,0.5758,0.83,0.194
78,2,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239
28,2,1,4,3,0,6,0,1,0.36,0.3333,0.32,0.2537
202,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194
54,4,1,12,22,0,1,1,2,0.42,0.4242,0.94,0.1343
22,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045
232,1,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836
456,4,1,10,18,0,6,0,2,0.56,0.5303,0.64,0.2836
273,2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284
3,1,0,12,4,0,6,0,2,0.32,0.3182,0.66,0.1642
